grade_id,assessment_id,assessment_title,type,score,max_score,date,student_id,course_id,group_id
GR02999,C006-AS,Assignment 3,assignment,48.1,100,2026-03-16,S0273,C006,G08
GR03000,C006-PR,Practical 1,practical,68.0,100,2026-03-31,S0273,C006,G08
GR03001,C006-PR,Practical 2,practical,72.8,100,2026-04-15,S0273,C006,G08
GR03002,C006-EX,Midterm Exam,exam,68.5,100,2026-04-30,S0273,C006,G08
GR03003,C006-EXF,Final Exam,exam,54.3,100,2026-05-15,S0273,C006,G08
GR03004,C004-QZ,Quiz 1,quiz,84.8,100,2025-12-29,S0274,C004,G06
GR03005,C004-QZ,Quiz 2,quiz,61.2,100,2026-01-12,S0274,C004,G06
GR03006,C004-QZ,Quiz 3,quiz,81.2,100,2026-01-26,S0274,C004,G06
GR03007,C004-QZ,Quiz 4,quiz,78.3,100,2026-02-09,S0274,C004,G06
GR03008,C004-AS,Assignment 1,assignment,78.0,100,2026-02-22,S0274,C004,G06
GR03009,C004-AS,Assignment 2,assignment,66.0,100,2026-03-08,S0274,C004,G06
GR03010,C004-AS,Assignment 3,assignment,59.7,100,2026-03-22,S0274,C004,G06
GR03011,C004-PR,Practical 1,practical,74.7,100,2026-04-05,S0274,C004,G06
GR03012,C004-PR,Practical 2,practical,51.8,100,2026-04-18,S0274,C004,G06
GR03013,C004-EX,Midterm Exam,exam,75.1,100,2026-05-02,S0274,C004,G06
GR03014,C004-EXF,Final Exam,exam,80.6,100,2026-05-16,S0274,C004,G06
GR03015,C004-QZ,Quiz 1,quiz,74.9,100,2025-12-17,S0275,C004,G06
GR03016,C004-QZ,Quiz 2,quiz,78.9,100,2026-01-01,S0275,C004,G06
GR03017,C004-QZ,Quiz 3,quiz,81.5,100,2026-01-16,S0275,C004,G06
GR03018,C004-QZ,Quiz 4,quiz,85.0,100,2026-01-31,S0275,C004,G06
GR03019,C004-AS,Assignment 1,assignment,53.6,100,2026-02-15,S0275,C004,G06
GR03020,C004-AS,Assignment 2,assignment,73.8,100,2026-03-02,S0275,C004,G06
GR03021,C004-AS,Assignment 3,assignment,60.4,100,2026-03-16,S0275,C004,G06
GR03022,C004-PR,Practical 1,practical,83.6,100,2026-03-31,S0275,C004,G06
GR03023,C004-PR,Practical 2,practical,73.3,100,2026-04-15,S0275,C004,G06
GR03024,C004-EX,Midterm Exam,exam,83.9,100,2026-04-30,S0275,C004,G06
GR03025,C004-EXF,Final Exam,exam,72.6,100,2026-05-15,S0275,C004,G06
GR03026,C006-QZ,Quiz 1,quiz,70.2,100,2026-01-02,S0276,C006,G08
GR03027,C006-QZ,Quiz 2,quiz,82.5,100,2026-01-15,S0276,C006,G08
GR03028,C006-QZ,Quiz 3,quiz,66.8,100,2026-01-29,S0276,C006,G08
GR03029,C006-QZ,Quiz 4,quiz,76.0,100,2026-02-11,S0276,C006,G08
GR03030,C006-AS,Assignment 1,assignment,66.6,100,2026-02-25,S0276,C006,G08
GR03031,C006-AS,Assignment 2,assignment,74.0,100,2026-03-10,S0276,C006,G08
GR03032,C006-AS,Assignment 3,assignment,89.2,100,2026-03-23,S0276,C006,G08
GR03033,C006-PR,Practical 1,practical,70.2,100,2026-04-06,S0276,C006,G08
GR03034,C006-PR,Practical 2,practical,82.9,100,2026-04-19,S0276,C006,G08
GR03035,C006-EX,Midterm Exam,exam,69.6,100,2026-05-03,S0276,C006,G08
GR03036,C006-EXF,Final Exam,exam,78.7,100,2026-05-16,S0276,C006,G08
GR03037,C001-QZ,Quiz 1,quiz,67.3,100,2025-12-28,S0277,C001,G02
GR03038,C001-QZ,Quiz 2,quiz,66.4,100,2026-01-11,S0277,C001,G02
GR03039,C001-QZ,Quiz 3,quiz,78.1,100,2026-01-25,S0277,C001,G02
GR03040,C001-QZ,Quiz 4,quiz,74.7,100,2026-02-08,S0277,C001,G02
GR03041,C001-AS,Assignment 1,assignment,57.4,100,2026-02-22,S0277,C001,G02
GR03042,C001-AS,Assignment 2,assignment,50.6,100,2026-03-08,S0277,C001,G02
GR03043,C001-AS,Assignment 3,assignment,75.2,100,2026-03-21,S0277,C001,G02
GR03044,C001-PR,Practical 1,practical,79.7,100,2026-04-04,S0277,C001,G02
GR03045,C001-PR,Practical 2,practical,80.4,100,2026-04-18,S0277,C001,G02
GR03046,C001-EX,Midterm Exam,exam,67.1,100,2026-05-02,S0277,C001,G02
GR03047,C001-EXF,Final Exam,exam,84.2,100,2026-05-16,S0277,C001,G02
GR03048,C001-QZ,Quiz 1,quiz,65.4,100,2025-12-29,S0278,C001,G01
GR03049,C001-QZ,Quiz 2,quiz,82.5,100,2026-01-12,S0278,C001,G01
GR03050,C001-QZ,Quiz 3,quiz,68.3,100,2026-01-26,S0278,C001,G01
GR03051,C001-QZ,Quiz 4,quiz,66.7,100,2026-02-09,S0278,C001,G01
GR03052,C001-AS,Assignment 1,assignment,63.3,100,2026-02-22,S0278,C001,G01
GR03053,C001-AS,Assignment 2,assignment,63.3,100,2026-03-08,S0278,C001,G01
GR03054,C001-AS,Assignment 3,assignment,79.9,100,2026-03-22,S0278,C001,G01
GR03055,C001-PR,Practical 1,practical,79.7,100,2026-04-05,S0278,C001,G01
GR03056,C001-PR,Practical 2,practical,69.0,100,2026-04-18,S0278,C001,G01
GR03057,C001-EX,Midterm Exam,exam,86.4,100,2026-05-02,S0278,C001,G01
GR03058,C001-EXF,Final Exam,exam,68.7,100,2026-05-16,S0278,C001,G01
GR03059,C005-QZ,Quiz 1,quiz,67.0,100,2026-01-02,S0279,C005,G07
GR03060,C005-QZ,Quiz 2,quiz,75.5,100,2026-01-15,S0279,C005,G07
GR03061,C005-QZ,Quiz 3,quiz,65.1,100,2026-01-29,S0279,C005,G07
GR03062,C005-QZ,Quiz 4,quiz,67.6,100,2026-02-11,S0279,C005,G07
GR03063,C005-AS,Assignment 1,assignment,51.2,100,2026-02-25,S0279,C005,G07
GR03064,C005-AS,Assignment 2,assignment,41.9,100,2026-03-10,S0279,C005,G07
GR03065,C005-AS,Assignment 3,assignment,73.7,100,2026-03-23,S0279,C005,G07
GR03066,C005-PR,Practical 1,practical,75.4,100,2026-04-06,S0279,C005,G07
GR03067,C005-PR,Practical 2,practical,65.6,100,2026-04-19,S0279,C005,G07
GR03068,C005-EX,Midterm Exam,exam,68.8,100,2026-05-03,S0279,C005,G07
GR03069,C005-EXF,Final Exam,exam,79.1,100,2026-05-16,S0279,C005,G07
GR03070,C002-QZ,Quiz 1,quiz,71.0,100,2025-12-20,S0280,C002,G04
GR03071,C002-QZ,Quiz 2,quiz,100.0,100,2026-01-04,S0280,C002,G04
GR03072,C002-QZ,Quiz 3,quiz,75.1,100,2026-01-18,S0280,C002,G04
GR03073,C002-QZ,Quiz 4,quiz,82.8,100,2026-02-02,S0280,C002,G04
GR03074,C002-AS,Assignment 1,assignment,81.0,100,2026-02-16,S0280,C002,G04
GR03075,C002-AS,Assignment 2,assignment,81.5,100,2026-03-03,S0280,C002,G04
GR03076,C002-AS,Assignment 3,assignment,53.1,100,2026-03-18,S0280,C002,G04
GR03077,C002-PR,Practical 1,practical,72.6,100,2026-04-01,S0280,C002,G04
GR03078,C002-PR,Practical 2,practical,76.9,100,2026-04-16,S0280,C002,G04
GR03079,C002-EX,Midterm Exam,exam,80.7,100,2026-04-30,S0280,C002,G04
GR03080,C002-EXF,Final Exam,exam,90.3,100,2026-05-15,S0280,C002,G04
GR03081,C001-QZ,Quiz 1,quiz,73.4,100,2025-12-29,S0281,C001,G02
GR03082,C001-QZ,Quiz 2,quiz,66.4,100,2026-01-12,S0281,C001,G02
GR03083,C001-QZ,Quiz 3,quiz,65.2,100,2026-01-26,S0281,C001,G02
GR03084,C001-QZ,Quiz 4,quiz,65.0,100,2026-02-09,S0281,C001,G02
GR03085,C001-AS,Assignment 1,assignment,82.4,100,2026-02-22,S0281,C001,G02
GR03086,C001-AS,Assignment 2,assignment,60.7,100,2026-03-08,S0281,C001,G02
GR03087,C001-AS,Assignment 3,assignment,75.2,100,2026-03-22,S0281,C001,G02
GR03088,C001-PR,Practical 1,practical,71.5,100,2026-04-05,S0281,C001,G02
GR03089,C001-PR,Practical 2,practical,70.3,100,2026-04-18,S0281,C001,G02
GR03090,C001-EX,Midterm Exam,exam,83.5,100,2026-05-02,S0281,C001,G02
GR03091,C001-EXF,Final Exam,exam,65.0,100,2026-05-16,S0281,C001,G02
GR03092,C004-QZ,Quiz 1,quiz,68.6,100,2026-01-02,S0282,C004,G06
GR03093,C004-QZ,Quiz 2,quiz,71.6,100,2026-01-15,S0282,C004,G06
GR03094,C004-QZ,Quiz 3,quiz,53.7,100,2026-01-29,S0282,C004,G06
GR03095,C004-QZ,Quiz 4,quiz,61.7,100,2026-02-11,S0282,C004,G06
GR03096,C004-AS,Assignment 1,assignment,67.1,100,2026-02-25,S0282,C004,G06
GR03097,C004-AS,Assignment 2,assignment,62.4,100,2026-03-10,S0282,C004,G06
GR03098,C004-AS,Assignment 3,assignment,63.6,100,2026-03-23,S0282,C004,G06
GR03099,C004-PR,Practical 1,practical,82.0,100,2026-04-06,S0282,C004,G06
GR03100,C004-PR,Practical 2,practical,70.6,100,2026-04-19,S0282,C004,G06
GR03101,C004-EX,Midterm Exam,exam,64.7,100,2026-05-03,S0282,C004,G06
GR03102,C004-EXF,Final Exam,exam,59.2,100,2026-05-16,S0282,C004,G06
GR03103,C006-QZ,Quiz 1,quiz,79.4,100,2025-12-20,S0283,C006,G09
GR03104,C006-QZ,Quiz 2,quiz,85.6,100,2026-01-04,S0283,C006,G09
GR03105,C006-QZ,Quiz 3,quiz,64.7,100,2026-01-18,S0283,C006,G09
GR03106,C006-QZ,Quiz 4,quiz,100.0,100,2026-02-02,S0283,C006,G09
GR03107,C006-AS,Assignment 1,assignment,80.5,100,2026-02-16,S0283,C006,G09
GR03108,C006-AS,Assignment 2,assignment,53.3,100,2026-03-03,S0283,C006,G09
GR03109,C006-AS,Assignment 3,assignment,66.7,100,2026-03-18,S0283,C006,G09
GR03110,C006-PR,Practical 1,practical,80.5,100,2026-04-01,S0283,C006,G09
GR03111,C006-PR,Practical 2,practical,75.8,100,2026-04-16,S0283,C006,G09
GR03112,C006-EX,Midterm Exam,exam,66.4,100,2026-04-30,S0283,C006,G09
GR03113,C006-EXF,Final Exam,exam,93.1,100,2026-05-15,S0283,C006,G09
GR03114,C005-QZ,Quiz 1,quiz,59.3,100,2025-12-27,S0284,C005,G07
GR03115,C005-QZ,Quiz 2,quiz,74.9,100,2026-01-10,S0284,C005,G07
GR03116,C005-QZ,Quiz 3,quiz,64.0,100,2026-01-24,S0284,C005,G07
GR03117,C005-QZ,Quiz 4,quiz,54.8,100,2026-02-07,S0284,C005,G07
GR03118,C005-AS,Assignment 1,assignment,69.2,100,2026-02-21,S0284,C005,G07
GR03119,C005-AS,Assignment 2,assignment,62.2,100,2026-03-07,S0284,C005,G07
GR03120,C005-AS,Assignment 3,assignment,48.5,100,2026-03-21,S0284,C005,G07
GR03121,C005-PR,Practical 1,practical,56.2,100,2026-04-04,S0284,C005,G07
GR03122,C005-PR,Practical 2,practical,58.7,100,2026-04-18,S0284,C005,G07
GR03123,C005-EX,Midterm Exam,exam,59.1,100,2026-05-02,S0284,C005,G07
GR03124,C005-EXF,Final Exam,exam,66.6,100,2026-05-16,S0284,C005,G07
GR03125,C001-QZ,Quiz 1,quiz,87.5,100,2025-12-16,S0285,C001,G02
GR03126,C001-QZ,Quiz 2,quiz,71.5,100,2025-12-31,S0285,C001,G02
GR03127,C001-QZ,Quiz 3,quiz,100.0,100,2026-01-15,S0285,C001,G02
GR03128,C001-QZ,Quiz 4,quiz,81.2,100,2026-01-30,S0285,C001,G02
GR03129,C001-AS,Assignment 1,assignment,85.7,100,2026-02-14,S0285,C001,G02
GR03130,C001-AS,Assignment 2,assignment,73.7,100,2026-03-01,S0285,C001,G02
GR03131,C001-AS,Assignment 3,assignment,50.3,100,2026-03-16,S0285,C001,G02
GR03132,C001-PR,Practical 1,practical,77.0,100,2026-03-31,S0285,C001,G02
GR03133,C001-PR,Practical 2,practical,73.4,100,2026-04-15,S0285,C001,G02
GR03134,C001-EX,Midterm Exam,exam,62.3,100,2026-04-30,S0285,C001,G02
GR03135,C001-EXF,Final Exam,exam,67.7,100,2026-05-15,S0285,C001,G02
GR03136,C005-QZ,Quiz 1,quiz,88.6,100,2025-12-18,S0286,C005,G07
GR03137,C005-QZ,Quiz 2,quiz,70.1,100,2026-01-02,S0286,C005,G07
GR03138,C005-QZ,Quiz 3,quiz,74.8,100,2026-01-17,S0286,C005,G07
GR03139,C005-QZ,Quiz 4,quiz,74.6,100,2026-02-01,S0286,C005,G07
GR03140,C005-AS,Assignment 1,assignment,54.3,100,2026-02-15,S0286,C005,G07
GR03141,C005-AS,Assignment 2,assignment,53.3,100,2026-03-02,S0286,C005,G07
GR03142,C005-AS,Assignment 3,assignment,47.9,100,2026-03-17,S0286,C005,G07
GR03143,C005-PR,Practical 1,practical,63.8,100,2026-04-01,S0286,C005,G07
GR03144,C005-PR,Practical 2,practical,58.0,100,2026-04-15,S0286,C005,G07
GR03145,C005-EX,Midterm Exam,exam,69.6,100,2026-04-30,S0286,C005,G07
GR03146,C005-EXF,Final Exam,exam,69.2,100,2026-05-15,S0286,C005,G07
GR03147,C004-QZ,Quiz 1,quiz,81.2,100,2025-12-27,S0287,C004,G06
GR03148,C004-QZ,Quiz 2,quiz,63.7,100,2026-01-10,S0287,C004,G06
GR03149,C004-QZ,Quiz 3,quiz,83.0,100,2026-01-24,S0287,C004,G06
GR03150,C004-QZ,Quiz 4,quiz,65.8,100,2026-02-07,S0287,C004,G06
GR03151,C004-AS,Assignment 1,assignment,76.8,100,2026-02-21,S0287,C004,G06
GR03152,C004-AS,Assignment 2,assignment,72.0,100,2026-03-07,S0287,C004,G06
GR03153,C004-AS,Assignment 3,assignment,67.3,100,2026-03-21,S0287,C004,G06
GR03154,C004-PR,Practical 1,practical,99.1,100,2026-04-04,S0287,C004,G06
GR03155,C004-PR,Practical 2,practical,79.7,100,2026-04-18,S0287,C004,G06
GR03156,C004-EX,Midterm Exam,exam,83.5,100,2026-05-02,S0287,C004,G06
GR03157,C004-EXF,Final Exam,exam,83.6,100,2026-05-16,S0287,C004,G06
GR03158,C005-QZ,Quiz 1,quiz,56.9,100,2025-12-22,S0288,C005,G07
GR03159,C005-QZ,Quiz 2,quiz,47.7,100,2026-01-05,S0288,C005,G07
GR03160,C005-QZ,Quiz 3,quiz,64.1,100,2026-01-20,S0288,C005,G07
GR03161,C005-QZ,Quiz 4,quiz,69.9,100,2026-02-03,S0288,C005,G07
GR03162,C005-AS,Assignment 1,assignment,54.7,100,2026-02-18,S0288,C005,G07
GR03163,C005-AS,Assignment 2,assignment,49.6,100,2026-03-04,S0288,C005,G07
GR03164,C005-AS,Assignment 3,assignment,58.4,100,2026-03-18,S0288,C005,G07
GR03165,C005-PR,Practical 1,practical,75.8,100,2026-04-02,S0288,C005,G07
GR03166,C005-PR,Practical 2,practical,64.7,100,2026-04-16,S0288,C005,G07
GR03167,C005-EX,Midterm Exam,exam,60.3,100,2026-05-01,S0288,C005,G07
GR03168,C005-EXF,Final Exam,exam,69.7,100,2026-05-15,S0288,C005,G07
GR03169,C006-QZ,Quiz 1,quiz,75.9,100,2025-12-16,S0289,C006,G08
GR03170,C006-QZ,Quiz 2,quiz,73.2,100,2025-12-31,S0289,C006,G08
GR03171,C006-QZ,Quiz 3,quiz,97.1,100,2026-01-15,S0289,C006,G08
GR03172,C006-QZ,Quiz 4,quiz,81.6,100,2026-01-30,S0289,C006,G08
GR03173,C006-AS,Assignment 1,assignment,79.3,100,2026-02-14,S0289,C006,G08
GR03174,C006-AS,Assignment 2,assignment,86.8,100,2026-03-01,S0289,C006,G08
GR03175,C006-AS,Assignment 3,assignment,63.3,100,2026-03-16,S0289,C006,G08
GR03176,C006-PR,Practical 1,practical,83.3,100,2026-03-31,S0289,C006,G08
GR03177,C006-PR,Practical 2,practical,96.5,100,2026-04-15,S0289,C006,G08
GR03178,C006-EX,Midterm Exam,exam,95.3,100,2026-04-30,S0289,C006,G08
GR03179,C006-EXF,Final Exam,exam,82.1,100,2026-05-15,S0289,C006,G08
GR03180,C005-QZ,Quiz 1,quiz,57.6,100,2026-01-01,S0290,C005,G07
GR03181,C005-QZ,Quiz 2,quiz,58.4,100,2026-01-15,S0290,C005,G07
GR03182,C005-QZ,Quiz 3,quiz,64.6,100,2026-01-28,S0290,C005,G07
GR03183,C005-QZ,Quiz 4,quiz,56.3,100,2026-02-11,S0290,C005,G07
GR03184,C005-AS,Assignment 1,assignment,63.3,100,2026-02-24,S0290,C005,G07
GR03185,C005-AS,Assignment 2,assignment,51.7,100,2026-03-10,S0290,C005,G07
GR03186,C005-AS,Assignment 3,assignment,70.0,100,2026-03-23,S0290,C005,G07
GR03187,C005-PR,Practical 1,practical,52.6,100,2026-04-06,S0290,C005,G07
GR03188,C005-PR,Practical 2,practical,61.9,100,2026-04-19,S0290,C005,G07
GR03189,C005-EX,Midterm Exam,exam,59.2,100,2026-05-03,S0290,C005,G07
GR03190,C005-EXF,Final Exam,exam,67.9,100,2026-05-16,S0290,C005,G07
GR03191,C004-QZ,Quiz 1,quiz,58.3,100,2025-12-22,S0291,C004,G06
GR03192,C004-QZ,Quiz 2,quiz,90.4,100,2026-01-05,S0291,C004,G06
GR03193,C004-QZ,Quiz 3,quiz,87.0,100,2026-01-20,S0291,C004,G06
GR03194,C004-QZ,Quiz 4,quiz,80.6,100,2026-02-03,S0291,C004,G06
GR03195,C004-AS,Assignment 1,assignment,94.3,100,2026-02-18,S0291,C004,G06
GR03196,C004-AS,Assignment 2,assignment,79.7,100,2026-03-04,S0291,C004,G06
GR03197,C004-AS,Assignment 3,assignment,52.3,100,2026-03-18,S0291,C004,G06
GR03198,C004-PR,Practical 1,practical,89.6,100,2026-04-02,S0291,C004,G06
GR03199,C004-PR,Practical 2,practical,66.9,100,2026-04-16,S0291,C004,G06
GR03200,C004-EX,Midterm Exam,exam,77.5,100,2026-05-01,S0291,C004,G06
GR03201,C004-EXF,Final Exam,exam,74.9,100,2026-05-15,S0291,C004,G06
GR03202,C004-QZ,Quiz 1,quiz,88.8,100,2025-12-22,S0292,C004,G06
GR03203,C004-QZ,Quiz 2,quiz,57.7,100,2026-01-05,S0292,C004,G06
GR03204,C004-QZ,Quiz 3,quiz,86.0,100,2026-01-20,S0292,C004,G06
GR03205,C004-QZ,Quiz 4,quiz,59.3,100,2026-02-03,S0292,C004,G06
GR03206,C004-AS,Assignment 1,assignment,77.9,100,2026-02-18,S0292,C004,G06
GR03207,C004-AS,Assignment 2,assignment,54.1,100,2026-03-04,S0292,C004,G06
GR03208,C004-AS,Assignment 3,assignment,52.1,100,2026-03-18,S0292,C004,G06
GR03209,C004-PR,Practical 1,practical,65.5,100,2026-04-02,S0292,C004,G06
GR03210,C004-PR,Practical 2,practical,88.3,100,2026-04-16,S0292,C004,G06
GR03211,C004-EX,Midterm Exam,exam,63.2,100,2026-05-01,S0292,C004,G06
GR03212,C004-EXF,Final Exam,exam,72.5,100,2026-05-15,S0292,C004,G06
GR03213,C002-QZ,Quiz 1,quiz,66.3,100,2025-12-24,S0293,C002,G03
GR03214,C002-QZ,Quiz 2,quiz,72.8,100,2026-01-07,S0293,C002,G03
GR03215,C002-QZ,Quiz 3,quiz,74.7,100,2026-01-21,S0293,C002,G03
GR03216,C002-QZ,Quiz 4,quiz,73.3,100,2026-02-05,S0293,C002,G03
GR03217,C002-AS,Assignment 1,assignment,70.8,100,2026-02-19,S0293,C002,G03
GR03218,C002-AS,Assignment 2,assignment,62.2,100,2026-03-05,S0293,C002,G03
GR03219,C002-AS,Assignment 3,assignment,75.8,100,2026-03-19,S0293,C002,G03
GR03220,C002-PR,Practical 1,practical,68.3,100,2026-04-03,S0293,C002,G03
GR03221,C002-PR,Practical 2,practical,71.1,100,2026-04-17,S0293,C002,G03
GR03222,C002-EX,Midterm Exam,exam,74.6,100,2026-05-01,S0293,C002,G03
GR03223,C002-EXF,Final Exam,exam,60.9,100,2026-05-15,S0293,C002,G03
GR03224,C003-QZ,Quiz 1,quiz,69.2,100,2025-12-28,S0294,C003,G05
GR03225,C003-QZ,Quiz 2,quiz,82.7,100,2026-01-11,S0294,C003,G05
GR03226,C003-QZ,Quiz 3,quiz,87.5,100,2026-01-25,S0294,C003,G05
GR03227,C003-QZ,Quiz 4,quiz,75.5,100,2026-02-08,S0294,C003,G05
GR03228,C003-AS,Assignment 1,assignment,63.6,100,2026-02-22,S0294,C003,G05
GR03229,C003-AS,Assignment 2,assignment,54.1,100,2026-03-08,S0294,C003,G05
GR03230,C003-AS,Assignment 3,assignment,53.5,100,2026-03-21,S0294,C003,G05
GR03231,C003-PR,Practical 1,practical,58.7,100,2026-04-04,S0294,C003,G05
GR03232,C003-PR,Practical 2,practical,78.8,100,2026-04-18,S0294,C003,G05
GR03233,C003-EX,Midterm Exam,exam,79.2,100,2026-05-02,S0294,C003,G05
GR03234,C003-EXF,Final Exam,exam,71.5,100,2026-05-16,S0294,C003,G05
GR03235,C002-QZ,Quiz 1,quiz,97.0,100,2025-12-17,S0295,C002,G04
GR03236,C002-QZ,Quiz 2,quiz,74.0,100,2026-01-01,S0295,C002,G04
GR03237,C002-QZ,Quiz 3,quiz,74.3,100,2026-01-16,S0295,C002,G04
GR03238,C002-QZ,Quiz 4,quiz,78.1,100,2026-01-31,S0295,C002,G04
GR03239,C002-AS,Assignment 1,assignment,68.3,100,2026-02-15,S0295,C002,G04
GR03240,C002-AS,Assignment 2,assignment,69.1,100,2026-03-02,S0295,C002,G04
GR03241,C002-AS,Assignment 3,assignment,69.4,100,2026-03-16,S0295,C002,G04
GR03242,C002-PR,Practical 1,practical,65.4,100,2026-03-31,S0295,C002,G04
GR03243,C002-PR,Practical 2,practical,69.9,100,2026-04-15,S0295,C002,G04
GR03244,C002-EX,Midterm Exam,exam,82.5,100,2026-04-30,S0295,C002,G04
GR03245,C002-EXF,Final Exam,exam,83.0,100,2026-05-15,S0295,C002,G04
GR03246,C001-QZ,Quiz 1,quiz,77.9,100,2025-12-30,S0296,C001,G02
GR03247,C001-QZ,Quiz 2,quiz,86.8,100,2026-01-13,S0296,C001,G02
GR03248,C001-QZ,Quiz 3,quiz,82.5,100,2026-01-27,S0296,C001,G02
GR03249,C001-QZ,Quiz 4,quiz,85.7,100,2026-02-09,S0296,C001,G02
GR03250,C001-AS,Assignment 1,assignment,84.0,100,2026-02-23,S0296,C001,G02
GR03251,C001-AS,Assignment 2,assignment,66.3,100,2026-03-09,S0296,C001,G02
GR03252,C001-AS,Assignment 3,assignment,70.1,100,2026-03-22,S0296,C001,G02
GR03253,C001-PR,Practical 1,practical,80.0,100,2026-04-05,S0296,C001,G02
GR03254,C001-PR,Practical 2,practical,89.7,100,2026-04-19,S0296,C001,G02
GR03255,C001-EX,Midterm Exam,exam,82.4,100,2026-05-02,S0296,C001,G02
GR03256,C001-EXF,Final Exam,exam,70.7,100,2026-05-16,S0296,C001,G02
GR03257,C006-QZ,Quiz 1,quiz,69.7,100,2025-12-25,S0297,C006,G09
GR03258,C006-QZ,Quiz 2,quiz,65.8,100,2026-01-08,S0297,C006,G09
GR03259,C006-QZ,Quiz 3,quiz,78.6,100,2026-01-22,S0297,C006,G09
GR03260,C006-QZ,Quiz 4,quiz,80.6,100,2026-02-05,S0297,C006,G09
GR03261,C006-AS,Assignment 1,assignment,71.3,100,2026-02-19,S0297,C006,G09
GR03262,C006-AS,Assignment 2,assignment,61.8,100,2026-03-06,S0297,C006,G09
GR03263,C006-AS,Assignment 3,assignment,49.7,100,2026-03-20,S0297,C006,G09
GR03264,C006-PR,Practical 1,practical,66.8,100,2026-04-03,S0297,C006,G09
GR03265,C006-PR,Practical 2,practical,73.3,100,2026-04-17,S0297,C006,G09
GR03266,C006-EX,Midterm Exam,exam,54.4,100,2026-05-01,S0297,C006,G09
GR03267,C006-EXF,Final Exam,exam,68.4,100,2026-05-15,S0297,C006,G09
GR03268,C004-QZ,Quiz 1,quiz,77.3,100,2025-12-25,S0298,C004,G06
GR03269,C004-QZ,Quiz 2,quiz,86.9,100,2026-01-08,S0298,C004,G06
GR03270,C004-QZ,Quiz 3,quiz,77.5,100,2026-01-22,S0298,C004,G06
GR03271,C004-QZ,Quiz 4,quiz,62.6,100,2026-02-05,S0298,C004,G06
GR03272,C004-AS,Assignment 1,assignment,79.6,100,2026-02-19,S0298,C004,G06
GR03273,C004-AS,Assignment 2,assignment,97.9,100,2026-03-06,S0298,C004,G06
GR03274,C004-AS,Assignment 3,assignment,53.6,100,2026-03-20,S0298,C004,G06
GR03275,C004-PR,Practical 1,practical,74.7,100,2026-04-03,S0298,C004,G06
GR03276,C004-PR,Practical 2,practical,90.7,100,2026-04-17,S0298,C004,G06
GR03277,C004-EX,Midterm Exam,exam,88.6,100,2026-05-01,S0298,C004,G06
GR03278,C004-EXF,Final Exam,exam,63.7,100,2026-05-15,S0298,C004,G06
GR03279,C006-QZ,Quiz 1,quiz,74.8,100,2025-12-16,S0299,C006,G08
GR03280,C006-QZ,Quiz 2,quiz,57.2,100,2025-12-31,S0299,C006,G08
GR03281,C006-QZ,Quiz 3,quiz,78.1,100,2026-01-15,S0299,C006,G08
GR03282,C006-QZ,Quiz 4,quiz,81.8,100,2026-01-30,S0299,C006,G08
GR03283,C006-AS,Assignment 1,assignment,80.9,100,2026-02-14,S0299,C006,G08
GR03284,C006-AS,Assignment 2,assignment,63.2,100,2026-03-01,S0299,C006,G08
GR03285,C006-AS,Assignment 3,assignment,62.4,100,2026-03-16,S0299,C006,G08
GR03286,C006-PR,Practical 1,practical,72.0,100,2026-03-31,S0299,C006,G08
GR03287,C006-PR,Practical 2,practical,78.7,100,2026-04-15,S0299,C006,G08
GR03288,C006-EX,Midterm Exam,exam,87.1,100,2026-04-30,S0299,C006,G08
GR03289,C006-EXF,Final Exam,exam,66.9,100,2026-05-15,S0299,C006,G08
GR03290,C006-QZ,Quiz 1,quiz,78.6,100,2025-12-17,S0300,C006,G09
GR03291,C006-QZ,Quiz 2,quiz,76.6,100,2026-01-01,S0300,C006,G09
GR03292,C006-QZ,Quiz 3,quiz,85.9,100,2026-01-16,S0300,C006,G09
GR03293,C006-QZ,Quiz 4,quiz,98.6,100,2026-01-31,S0300,C006,G09
GR03294,C006-AS,Assignment 1,assignment,75.9,100,2026-02-15,S0300,C006,G09
GR03295,C006-AS,Assignment 2,assignment,65.7,100,2026-03-02,S0300,C006,G09
GR03296,C006-AS,Assignment 3,assignment,77.4,100,2026-03-16,S0300,C006,G09
GR03297,C006-PR,Practical 1,practical,68.1,100,2026-03-31,S0300,C006,G09
GR03298,C006-PR,Practical 2,practical,79.8,100,2026-04-15,S0300,C006,G09
GR03299,C006-EX,Midterm Exam,exam,83.7,100,2026-04-30,S0300,C006,G09
GR03300,C006-EXF,Final Exam,exam,71.3,100,2026-05-15,S0300,C006,G09
GR03301,C006-QZ,Quiz 1,quiz,80.6,100,2025-12-25,S0301,C006,G08
GR03302,C006-QZ,Quiz 2,quiz,82.2,100,2026-01-08,S0301,C006,G08
GR03303,C006-QZ,Quiz 3,quiz,86.8,100,2026-01-22,S0301,C006,G08
GR03304,C006-QZ,Quiz 4,quiz,95.3,100,2026-02-05,S0301,C006,G08
GR03305,C006-AS,Assignment 1,assignment,68.6,100,2026-02-19,S0301,C006,G08
GR03306,C006-AS,Assignment 2,assignment,75.7,100,2026-03-06,S0301,C006,G08
GR03307,C006-AS,Assignment 3,assignment,65.7,100,2026-03-20,S0301,C006,G08
GR03308,C006-PR,Practical 1,practical,89.2,100,2026-04-03,S0301,C006,G08
